pair_id,investigator_id,investigator_name,investigator_paradigm,investigator_family,evidence_top3,opportunity_id,notice_number,notice_title,designation,notice_family,purpose_excerpt,stratum,synthetic,tier_a,reason_a,axis_reason_a,tier_b,reason_b,axis_reason_b,tier_adj,reason_adj,axis_reason_adj,notes
g153,b4b23925-cb44-4cee-b9b3-10ea0fa383b6,Samuel J Pleasure,Molecular / cellular mechanistic,discovery,Aberrant FGF signaling promotes granule neuron precursor expansion in SHH subgroup infantile medulloblastoma. | The Neocortical Progenitor Specification Program Is Established through Combined Modulation of SHH and FGF Signaling. | Antigen-directed therapies for autoantibody associated neuroinflammatory diseases. (1RM1NS138808-01 · FY2025 · RM1),86fbf2b7-2608-4f72-b8d5-3b38b0999b6e,PAR-25-378,Intervention Research to Improve Native American Health (R34 Clinical Trial Optional),Clinical Trial Optional,clinical,"The purpose of this notice of funding opportunity (NOFO) is to support planning and development, including pilot or feasibility research, to improve health in Native populations. Proposed research may address health promotion, disease prevention, treatment, recovery, or services research to inform intervention implementation and dissemination. Research with Native populations requires engagement with tribal partners and communities to develop and/or adapt interventions and clinical trial protocols, understand intervention feasibility and acceptability, and identify and/or develop…",random,,,,,,,,,,,
g154,7b0ad33f-6b7e-4eb7-920e-27bdfcc23310,Roberto R Ricardo-Gonzalez,Animal-model research,preclinical,Tissue-specific pathways extrude activated ILC2s to disseminate type 2 immunity. | RORγt eTACs mediate oral tolerance and Treg induction. | IL-25-induced memory type 2 innate lymphoid cells enforce mucosal immunity.,01ce1179-eff2-4078-8f80-e9b58637b275,RFA-CA-27-019,Early-Stage Development of Informatics Technologies for Cancer Research and Management (U01 Clinical Trial Optional),Clinical Trial Optional,cross_cutting,"This Notice of Funding Opportunity (NOFO) solicits applications for the development of enabling informatics technologies to improve the acquisition, management, analysis, and dissemination of data and knowledge across the cancer research continuum including cancer biology, cancer treatment and diagnosis, early cancer detection, risk assessment and prevention, cancer control and epidemiology. As a component of the NCI's Informatics Technology for Cancer Research (ITCR) Program, this NOFO is focused on early-stage development from prototyping to initial dissemination. Early-stage development…",random,,,,,,,,,,,
g155,1beac144-b544-45f2-ada4-25b7d87e3f07,Rushika M Perera,Molecular / cellular mechanistic,discovery,A multi-subunit autophagic capture complex facilitates degradation of ER-stalled MHC class I in pancreatic cancer. | A multi-subunit autophagic capture complex facilitates degradation of ER stalled MHC-I in pancreatic cancer. | PCSK9 drives sterol-dependent metastatic organ choice in pancreatic cancer.,f6b33abd-cd20-4c39-b548-ec489242e22a,PAR-26-001,"Screening, Brief Intervention and Referral to Treatment or Prevention (SBIRT/P) for alcohol, tobacco, and other drugs (ATOD) use and misuse in adult populations that experience health disparities (R01, Clinical Trial Required)",Clinical Trial Required,clinical,"The Office of Disease Prevention (ODP) and participating National Institutes of Health (NIH) Institutes, Centers, and Offices (ICOs) are issuing this NOFO seeking applications to test innovative approaches to implementing SBIRT/P for alcohol, tobacco, and other drugs (ATOD) use and misuse in adult NIH designated populations that experience health disparities. SBIRT/P, (a term used for purposes of this funding announcement), involves screening individuals for risk of ATOD use and misuse, briefly intervening with a conversation about harmful substance use, and referring individuals for…",random,,,,,,,,,,,
g156,923c8aba-5700-4f74-b828-5a7c18b0950d,Vincent Chan,Molecular / cellular mechanistic,discovery,Recent Advances in Fluorescence Recovery after Photobleaching for Decoupling Transport and Kinetics of Biomacromolecules in Cellular Physiology. | Computational approaches for evaluating morphological changes in the corneal stroma associated with decellularization. | N6-methyladenosine (m6A) reader Pho92 is recruited co-transcriptionally and couples translation to mRNA decay to promote meiotic fitness in yeast.,bee1bc09-3ee3-47c4-8014-e8d6154ac2b9,RFA-OD-25-010,Resource-Related Research Projects for Development of Models and Related Materials for Studying Human Health and Diseases (R24 Clinical Trials Not Allowed),Clinical Trial Not Allowed,discovery,"The Office of Research Infrastructure Programs (ORIP) encourages grant applications aimed at developing, characterizing, or improving research models of human health and diseases; developing biology based new approach methodologies (NAMs) applicable to human health and diseases; or improving access to information about or generated from the use of models of human disease. The models, including NAMs, and related biological materials developed must be broadly applicable to the scientific interests of two or more NIH Institutes or Centers (ICs) and must evaluate diseases and processes that…",random,,,,,,,,,,,
g157,4f0f46cd-5087-479e-b7e4-16271d1613b0,Nam Woo Cho,Translational,translational,IL6 Supports Development of an Immunosuppressive Microenvironment and Resistance to Therapy in Glioblastoma. | IL-6 underlies microenvironment immunosuppression and resistance to therapy in glioblastoma. | Therapeutic radiation drives leptomeningeal dissemination of medulloblastoma through an innate immune process.,06640298-030b-47c2-affc-311f9060cc3f,RFA-TR-25-002,Preclinical Proof of Concept Studies for Rare Diseases (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,preclinical,"This notice of funding opportunity (NOFO) provides funding to conduct efficacy studies in an established rare disease preclinical model to demonstrate that a proposed therapeutic agent warrants further development. In addition to preclinical efficacy, accompanying pharmacodynamic and pharmacokinetic studies would be supported. Therapeutic agents include small molecules, biologics or biotechnology-derived products. The goal of this NOFO is to spur therapeutic development for a variety of rare diseases by advancing projects to the point where they would attract subsequent investment supporting…",random,,,,,,,,,,,
g158,6b1d1dbd-539e-45f0-955c-682f4dc9fa7d,Elizabeth E Crouch,Molecular / cellular mechanistic,discovery,The molecular landscape of vascular cells in the human brain. | The promise of cerebral organoids for neonatology. | Profiling human brain vascular cells using single-cell transcriptomics and organoids.,89786701-e40e-4970-9f7c-8be8b83220cb,RFA-AG-26-010,NIA Expanding Research in AD/ADRD (ERA) Postbaccalaureate Research Education Program (R25 Independent Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"The NIH Research Education Program (R25) supports research education activities in the mission areas of the NIH. The overarching goal of this National Institute on Aging (NIA) R25 program is to support educational activities that compliment and/or enhance training opportunities to ensure a workforce that is well prepared to meet the nation's biomedical, behavioral and clinical research needs, help recruit individuals with specific specialty or disciplinary backgrounds to research careers in biomedical, behavioral and clinical sciences and foster a better understanding of biomedical,…",random,,,,,,,,,,,
g159,2ed11cbc-29c0-400a-b807-ebeea70f9c8e,Marlys S Fassett,Animal-model research,preclinical,Illuminating IL-31-producing cells in allergic skin disease (1R03AR082948-01 · FY2023 · R03) | IL-31-dependent neurogenic inflammation restrains cutaneous type 2 immune response in allergic dermatitis. | Identification of Functionally Relevant microRNAs in the Regulation of Allergic Inflammation.,38d8ea13-e780-4d8e-beee-9e3dc4d9c2b3,PAR-24-311,Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites research grant applications (R01) for the development and application of current and emerging molecular imaging methods to gain fundamental insights into cancer inflammation in vivo. The motivation for this initiative is the recognition that much of the current imaging research on inflammation in cancer relies heavily on in vitro and ex vivo methods. These approaches have limited potential to provide significant insights into the dynamic interactions between cancer and inflammation. Utilizing…",random,,,,,,,,,,,
g160,04e59cf5-600a-462c-91bc-b2b97f122c3d,Kole T Roybal,Translational,translational,Synthetic Hybrid Receptors for Safer and Programmable T Cell Therapy. | Engineered receptors for soluble cellular communication and disease sensing. | Naturally occurring T cell mutations enhance engineered T cell therapies.,45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",random,,,,,,,,,,,
g161,46b632a0-c38c-4918-9b1a-c2dc1f7bc271,Bridget P Keenan,Translational,translational,Oral Toxicities of PSMA-Targeted Therapies: Mitigation Strategies and Translational Opportunities. | Combination LIGHT overexpression and checkpoint blockade disrupts the tumor immune environment impacting colorectal liver metastases. | Intratumoral heterogeneity and immunotherapy resistance: clinical implications.,2a155db3-7aed-47dc-94ab-c2cb7ac80702,RFA-HG-25-009,Supporting Talented Early Career Researchers in Genomics (R01 Clinical Trial Optional),Clinical Trial Optional,none,"This Notice of Funding Opportunity is intended to identify and support research projects by exceptionally promising Early Stage Investigators with a long-term career interest in pursuing innovative research in genomics. This opportunity is open to research in all areas relevant to the mission of NHGRI, including genomic sciences, genomic medicine, genomic data science, and ethical, legal, and social implications (ELSI) of genomics.",random,,,,,,,,,,,
g162,c72b5d76-8aee-4989-843f-a7b88a3eb5ab,Wilson Liao,Clinical observational,clinical,Risk of Cutaneous T Cell Lymphoma with Psoriasis Biologic Therapies. | Living with Psoriasis Vulgaris and Multi-Treatment Failure: A Patient and Dermatologist Perspective. | Ethnoracial representation in hidradenitis suppurativa clinical trials.,c1c6228c-51d1-4edd-b3d1-64c280d17f89,PAR-25-227,Natural History of Disorders Screenable in the Newborn Period (R01 Clinical Trial Optional),Clinical Trial Optional,clinical,"This Notice of Funding Opportunity (NOFO) encourages applications that will expand knowledge of the natural history of disorders that currently are, or may become, part of statewide newborn screening programs. A comprehensive understanding of the natural history of a condition is necessary to facilitate appropriate interventions for infants identified by newborn screening. Characterization of the sequence and timing of symptom development provides information crucial for developing targeted, age-appropriate treatments and for establishing a baseline against which to assess novel…",random,,,,,,,,,,,
